date,session_id,user_id,source,medium,device_category,country,sessions,pageviews,bounce,session_duration_sec,transactions,revenue
2024-06-16,S101207,U4346,direct,organic,mobile,United Kingdom,1,2,1,1518,0,0.0
2024-01-19,S101208,U2471,direct,email,mobile,India,1,9,0,707,0,0.0
2024-01-18,S101209,U3949,linkedin,none,tablet,Australia,1,5,1,831,0,0.0
2024-01-01,S101210,U1941,email,organic,mobile,Australia,1,11,0,369,1,360.91
2024-03-18,S101211,U2907,instagram,none,tablet,India,1,3,0,1194,1,169.93
2024-04-24,S101212,U5837,bing,organic,mobile,United Kingdom,1,6,0,140,0,0.0
2024-06-23,S101213,U6488,linkedin,referral,desktop,India,1,9,0,290,0,0.0
2024-04-22,S101214,U2243,email,email,mobile,United Kingdom,1,9,1,1241,0,0.0
2024-04-23,S101215,U6696,facebook,referral,desktop,United States,1,12,0,400,1,51.12
2024-06-14,S101216,U6351,direct,email,desktop,United Kingdom,1,13,0,1411,0,0.0
2024-06-27,S101217,U5423,facebook,none,desktop,Australia,1,5,1,1326,0,0.0
2024-03-03,S101218,U2466,email,organic,mobile,United States,1,8,0,1750,1,52.61
2024-05-11,S101219,U7195,linkedin,cpc,mobile,Canada,1,4,0,633,0,0.0
2024-05-08,S101220,U4957,instagram,cpc,mobile,United States,1,5,0,478,0,0.0
2024-01-08,S101221,U2966,linkedin,email,desktop,United Kingdom,1,7,0,1759,0,0.0
2024-06-05,S101222,U1375,instagram,email,desktop,United States,1,7,0,1470,1,132.78
2024-02-24,S101223,U1262,instagram,referral,desktop,United States,1,13,0,890,1,44.79
2024-04-12,S101224,U5362,email,cpc,mobile,Canada,1,7,1,1441,0,0.0
2024-05-10,S101225,U7502,google,referral,desktop,United Kingdom,1,8,0,1391,0,0.0
2024-02-01,S101226,U4388,email,none,desktop,Australia,1,11,1,1364,0,0.0
2024-01-10,S101227,U4395,direct,cpc,desktop,United States,1,5,0,1382,0,0.0
2024-04-19,S101228,U2944,linkedin,none,mobile,India,1,1,0,1100,0,0.0
2024-06-10,S101229,U2893,instagram,organic,mobile,Australia,1,11,1,685,0,0.0
2024-05-03,S101230,U6997,email,referral,mobile,United States,1,9,1,178,0,0.0
2024-03-27,S101231,U7795,email,email,desktop,Australia,1,9,0,379,0,0.0
2024-02-24,S101232,U4634,linkedin,cpc,desktop,India,1,7,0,352,0,0.0
2024-02-01,S101233,U2652,linkedin,referral,desktop,Australia,1,12,1,894,0,0.0
2024-06-26,S101234,U6540,instagram,email,desktop,Australia,1,6,1,1173,1,151.89
2024-05-14,S101235,U5141,bing,organic,desktop,India,1,13,1,1034,0,0.0
2024-04-02,S101236,U4892,facebook,cpc,desktop,India,1,13,0,427,0,0.0
2024-01-08,S101237,U1599,direct,none,desktop,India,1,5,0,675,0,0.0
2024-03-05,S101238,U5815,direct,organic,desktop,Canada,1,5,0,1250,0,0.0
2024-02-26,S101239,U2912,bing,email,desktop,India,1,3,1,442,0,0.0
2024-03-07,S101240,U2292,google,cpc,mobile,Australia,1,10,0,1492,0,0.0
2024-03-12,S101241,U1600,bing,cpc,tablet,India,1,1,0,66,1,88.92
2024-02-23,S101242,U1380,google,organic,mobile,United States,1,6,1,216,1,208.47
2024-03-07,S101243,U5213,google,cpc,desktop,India,1,8,0,449,0,0.0
2024-02-20,S101244,U4637,bing,email,desktop,India,1,14,1,754,0,0.0
2024-04-06,S101245,U3163,direct,organic,mobile,United Kingdom,1,2,0,1513,0,0.0
2024-04-01,S101246,U5355,facebook,none,desktop,Australia,1,8,0,1163,1,78.13
2024-01-08,S101247,U2098,direct,organic,mobile,Australia,1,8,0,216,0,0.0
2024-06-10,S101248,U6599,email,organic,mobile,United States,1,10,0,500,1,38.74
2024-02-04,S101249,U7448,direct,none,mobile,Canada,1,8,0,1131,0,0.0
2024-04-05,S101250,U7150,direct,email,mobile,United Kingdom,1,10,0,1427,0,0.0
2024-03-28,S101251,U1365,bing,referral,mobile,United States,1,3,0,839,0,0.0
2024-03-18,S101252,U6753,bing,referral,mobile,United States,1,10,1,359,0,0.0
2024-02-01,S101253,U3570,email,none,desktop,Australia,1,8,0,1178,0,0.0
2024-04-29,S101254,U4419,email,email,desktop,United Kingdom,1,11,0,1369,0,0.0
2024-02-15,S101255,U6557,bing,cpc,desktop,Australia,1,12,0,987,0,0.0
2024-05-23,S101256,U7120,direct,none,desktop,Canada,1,12,0,349,0,0.0
2024-06-13,S101257,U3476,facebook,referral,desktop,Australia,1,14,1,504,0,0.0
2024-05-21,S101258,U1790,google,email,desktop,India,1,4,0,1542,0,0.0
2024-02-24,S101259,U4569,linkedin,organic,mobile,Australia,1,3,0,855,0,0.0
2024-06-24,S101260,U1746,google,email,desktop,India,1,11,1,543,0,0.0
2024-01-07,S101261,U7510,email,email,desktop,United States,1,9,0,363,0,0.0
2024-03-14,S101262,U1312,email,referral,desktop,Canada,1,8,0,1124,0,0.0
2024-01-07,S101263,U5633,google,referral,desktop,India,1,10,1,494,0,0.0
2024-06-09,S101264,U1920,linkedin,cpc,desktop,Canada,1,13,1,1429,0,0.0
2024-05-30,S101265,U2077,direct,cpc,tablet,Australia,1,13,0,753,0,0.0
2024-03-25,S101266,U6586,facebook,none,mobile,Australia,1,2,0,37,1,42.63
2024-05-26,S101267,U3829,facebook,organic,desktop,United States,1,13,1,1749,0,0.0
2024-04-21,S101268,U3381,google,cpc,desktop,Australia,1,13,0,193,2,584.84
2024-05-04,S101269,U4618,linkedin,referral,desktop,India,1,13,1,810,0,0.0
2024-05-26,S101270,U1797,email,email,mobile,United States,1,14,1,1348,1,219.69
2024-02-05,S101271,U5443,instagram,none,desktop,Canada,1,8,0,387,0,0.0
2024-01-29,S101272,U1272,direct,cpc,desktop,United States,1,11,0,110,0,0.0
2024-03-22,S101273,U4010,google,email,desktop,Canada,1,11,0,803,0,0.0
2024-01-02,S101274,U5815,facebook,email,tablet,United Kingdom,1,3,0,1328,0,0.0
2024-05-08,S101275,U2773,email,cpc,desktop,India,1,10,0,950,1,934.51
2024-02-16,S101276,U3547,bing,organic,mobile,India,1,12,1,928,0,0.0
2024-05-27,S101277,U4164,bing,organic,desktop,Canada,1,14,0,1670,0,0.0
2024-01-11,S101278,U5780,linkedin,none,mobile,Australia,1,6,0,1593,0,0.0
2024-05-09,S101279,U7222,linkedin,organic,mobile,Australia,1,5,1,951,0,0.0
2024-04-28,S101280,U5717,google,none,desktop,United Kingdom,1,8,0,1100,1,151.5
2024-05-19,S101281,U7135,instagram,referral,desktop,Canada,1,9,0,1445,0,0.0
2024-01-20,S101282,U1946,facebook,cpc,desktop,United Kingdom,1,11,0,854,0,0.0
2024-01-05,S101283,U7501,google,email,desktop,Canada,1,7,0,1620,0,0.0
2024-02-06,S101284,U3665,instagram,none,mobile,United Kingdom,1,6,1,1047,0,0.0
2024-06-14,S101285,U1506,email,organic,desktop,Canada,1,6,0,1132,0,0.0
2024-05-16,S101286,U6678,linkedin,none,mobile,India,1,1,0,1566,0,0.0
2024-02-22,S101287,U7719,bing,none,desktop,United Kingdom,1,5,0,709,0,0.0
2024-06-20,S101288,U1243,direct,organic,desktop,United Kingdom,1,14,1,1076,0,0.0
2024-04-08,S101289,U1505,email,organic,mobile,Canada,1,8,1,1281,0,0.0
2024-03-26,S101290,U5517,bing,cpc,mobile,United States,1,6,0,467,0,0.0
2024-04-17,S101291,U4158,facebook,email,desktop,United States,1,12,1,1351,0,0.0
2024-01-24,S101292,U7360,facebook,cpc,desktop,India,1,1,0,975,1,162.93
2024-03-21,S101293,U4590,bing,cpc,desktop,Australia,1,5,0,1313,0,0.0
2024-06-06,S101294,U2872,email,organic,mobile,Australia,1,13,1,805,0,0.0
2024-04-29,S101295,U4793,bing,organic,desktop,India,1,11,0,705,1,42.34
2024-02-28,S101296,U2192,instagram,email,desktop,Australia,1,12,0,39,0,0.0
2024-05-07,S101297,U5425,google,none,mobile,Canada,1,5,0,1681,0,0.0
2024-04-23,S101298,U5745,linkedin,cpc,desktop,United States,1,12,0,187,0,0.0
2024-04-24,S101299,U2464,instagram,email,desktop,India,1,3,0,897,1,76.44
2024-01-14,S101300,U1390,direct,cpc,desktop,Canada,1,8,0,813,0,0.0
2024-01-09,S101301,U6615,bing,none,mobile,India,1,9,0,1211,0,0.0
2024-02-09,S101302,U5476,direct,cpc,tablet,United States,1,6,0,349,1,217.76
2024-01-25,S101303,U4377,direct,referral,mobile,Australia,1,6,0,1255,0,0.0
2024-04-12,S101304,U5837,instagram,email,desktop,Canada,1,2,0,150,0,0.0
2024-01-22,S101305,U7106,linkedin,organic,mobile,United States,1,10,1,168,0,0.0
2024-01-04,S101306,U5915,email,cpc,desktop,India,1,2,0,703,0,0.0
2024-06-02,S101307,U1672,facebook,email,desktop,United Kingdom,1,6,1,1773,0,0.0
2024-01-29,S101308,U3560,google,email,tablet,Canada,1,12,1,1620,0,0.0
2024-04-18,S101309,U6867,facebook,cpc,desktop,India,1,8,0,1392,0,0.0
2024-04-07,S101310,U2211,linkedin,organic,desktop,India,1,2,0,1313,1,102.25
2024-02-06,S101311,U1929,facebook,organic,mobile,United States,1,9,0,1486,0,0.0
2024-03-15,S101312,U2539,bing,cpc,mobile,India,1,13,0,73,0,0.0
2024-03-10,S101313,U1912,bing,email,desktop,Canada,1,12,0,1212,0,0.0
2024-05-25,S101314,U1643,instagram,organic,desktop,Canada,1,14,0,845,2,135.54
2024-05-07,S101315,U5522,direct,cpc,desktop,India,1,9,0,1408,0,0.0
2024-03-25,S101316,U1501,linkedin,cpc,desktop,United States,1,14,1,127,0,0.0
2024-02-11,S101317,U1729,linkedin,cpc,desktop,Canada,1,4,1,1591,0,0.0
2024-04-09,S101318,U2283,facebook,email,desktop,United Kingdom,1,4,0,1763,0,0.0
2024-02-10,S101319,U3118,instagram,organic,tablet,Australia,1,4,0,1662,0,0.0
2024-06-14,S101320,U7621,facebook,email,desktop,United States,1,11,0,268,1,436.07
2024-02-03,S101321,U5552,facebook,referral,desktop,United States,1,5,0,504,0,0.0
2024-01-17,S101322,U7332,linkedin,organic,desktop,Australia,1,8,1,553,1,120.83
2024-06-13,S101323,U5386,facebook,email,desktop,Australia,1,2,1,586,0,0.0
2024-06-01,S101324,U4836,direct,organic,desktop,Canada,1,11,0,1445,1,332.36
2024-05-01,S101325,U1919,facebook,referral,mobile,India,1,5,0,38,0,0.0
2024-03-16,S101326,U5050,direct,none,mobile,India,1,14,0,1566,0,0.0
2024-03-27,S101327,U3339,linkedin,cpc,desktop,United Kingdom,1,2,1,1442,0,0.0
2024-04-26,S101328,U7065,instagram,email,mobile,India,1,11,0,1263,0,0.0
2024-04-15,S101329,U1755,bing,referral,desktop,United Kingdom,1,11,0,1107,0,0.0
2024-03-26,S101330,U6754,direct,referral,mobile,United Kingdom,1,8,1,645,0,0.0
2024-01-27,S101331,U6930,instagram,organic,desktop,United States,1,1,1,181,0,0.0
2024-02-26,S101332,U6402,instagram,organic,mobile,United States,1,7,1,439,1,586.02
2024-01-31,S101333,U6663,direct,cpc,desktop,Canada,1,3,0,39,0,0.0
2024-05-13,S101334,U2869,linkedin,organic,mobile,Australia,1,4,0,986,0,0.0
2024-06-16,S101335,U5472,google,email,mobile,Australia,1,14,0,581,0,0.0
2024-04-07,S101336,U6275,instagram,email,desktop,United Kingdom,1,8,1,585,0,0.0
2024-01-12,S101337,U1507,instagram,email,desktop,Australia,1,3,1,909,0,0.0
2024-02-22,S101338,U2436,linkedin,none,desktop,United Kingdom,1,12,1,297,0,0.0
2024-05-17,S101339,U3575,linkedin,email,mobile,Australia,1,13,0,1043,0,0.0
2024-06-21,S101340,U4426,facebook,organic,desktop,Canada,1,13,1,696,0,0.0
2024-05-24,S101341,U1558,linkedin,organic,mobile,United States,1,7,0,480,0,0.0
2024-06-02,S101342,U4102,instagram,email,mobile,United States,1,12,0,623,0,0.0
2024-05-01,S101343,U7403,direct,referral,desktop,United Kingdom,1,1,0,1250,0,0.0
2024-02-15,S101344,U5516,google,referral,desktop,Australia,1,9,0,427,2,301.36
2024-03-04,S101345,U6648,email,referral,mobile,India,1,13,0,950,0,0.0
2024-05-09,S101346,U4622,facebook,cpc,mobile,Canada,1,6,1,1105,0,0.0
2024-02-23,S101347,U5399,email,none,tablet,Australia,1,3,1,1788,1,256.97
2024-04-16,S101348,U6037,direct,email,desktop,India,1,7,0,1522,0,0.0
2024-02-20,S101349,U5057,google,cpc,desktop,Canada,1,13,0,1421,0,0.0
2024-02-05,S101350,U4715,google,referral,mobile,Canada,1,5,0,1427,0,0.0
2024-04-24,S101351,U7685,google,email,mobile,United States,1,8,0,1112,0,0.0
2024-01-26,S101352,U2301,bing,cpc,mobile,United Kingdom,1,8,0,323,1,344.73
2024-01-29,S101353,U6185,direct,organic,desktop,Australia,1,12,1,817,0,0.0
2024-05-28,S101354,U3155,facebook,referral,desktop,Canada,1,9,0,981,0,0.0
2024-01-11,S101355,U7411,facebook,cpc,desktop,Australia,1,6,1,898,1,382.83
2024-02-09,S101356,U7365,google,organic,mobile,Canada,1,4,1,139,0,0.0
2024-01-11,S101357,U6923,direct,referral,desktop,United States,1,13,0,1595,0,0.0
2024-06-12,S101358,U6649,bing,none,mobile,United Kingdom,1,2,0,136,1,479.03
2024-04-22,S101359,U1692,google,referral,mobile,India,1,3,1,1042,0,0.0
2024-02-08,S101360,U5350,linkedin,none,desktop,India,1,5,0,326,0,0.0
2024-02-23,S101361,U2478,email,none,desktop,United States,1,8,1,868,0,0.0
2024-04-07,S101362,U7396,facebook,none,mobile,Canada,1,12,1,1148,2,133.8
2024-02-24,S101363,U1256,email,email,desktop,United States,1,10,0,1772,0,0.0
2024-04-20,S101364,U3430,instagram,email,desktop,United Kingdom,1,2,1,1014,0,0.0
2024-05-31,S101365,U1441,google,none,desktop,India,1,5,0,874,0,0.0
2024-05-29,S101366,U2881,linkedin,organic,mobile,Australia,1,14,1,1737,0,0.0
2024-03-09,S101367,U3646,facebook,none,tablet,India,1,9,0,1525,0,0.0
2024-02-25,S101368,U6209,email,cpc,mobile,United Kingdom,1,2,1,108,1,110.17
2024-02-02,S101369,U4820,bing,none,mobile,Canada,1,8,0,1303,0,0.0
2024-02-05,S101370,U7533,direct,email,desktop,United States,1,3,1,759,1,230.19
2024-05-27,S101371,U5677,facebook,email,mobile,India,1,8,0,368,0,0.0
2024-03-21,S101372,U2735,email,cpc,tablet,India,1,4,0,86,0,0.0
2024-04-18,S101373,U4735,direct,cpc,desktop,Australia,1,4,0,949,0,0.0
2024-06-02,S101374,U3645,email,referral,desktop,United States,1,12,1,176,1,160.78
2024-03-13,S101375,U1018,direct,organic,tablet,Australia,1,7,0,775,2,472.4
2024-02-09,S101376,U2124,bing,organic,mobile,Australia,1,5,0,1070,1,135.86
2024-01-17,S101377,U4985,bing,organic,desktop,Canada,1,4,1,397,0,0.0
2024-05-08,S101378,U3654,google,email,tablet,India,1,7,1,738,0,0.0
2024-03-01,S101379,U6476,google,organic,desktop,United States,1,12,0,1242,0,0.0
2024-06-19,S101380,U6661,facebook,referral,desktop,Canada,1,3,1,1697,0,0.0
2024-04-13,S101381,U3080,bing,referral,mobile,Canada,1,9,0,277,0,0.0
2024-02-11,S101382,U7089,linkedin,organic,desktop,Canada,1,14,1,179,0,0.0
2024-01-25,S101383,U2547,email,cpc,mobile,United Kingdom,1,13,1,743,0,0.0
2024-02-08,S101384,U1861,email,referral,desktop,United Kingdom,1,5,0,1266,0,0.0
2024-02-04,S101385,U1154,email,cpc,desktop,Canada,1,12,0,246,0,0.0
2024-05-10,S101386,U4494,facebook,email,desktop,United Kingdom,1,3,0,1059,0,0.0
2024-04-17,S101387,U1904,email,referral,mobile,United States,1,2,0,699,0,0.0
2024-06-20,S101388,U2269,instagram,cpc,desktop,India,1,7,1,890,0,0.0
2024-06-27,S101389,U1404,direct,organic,tablet,United States,1,12,0,1640,0,0.0
2024-04-11,S101390,U1843,email,email,mobile,India,1,7,1,1448,0,0.0
2024-04-07,S101391,U2782,direct,none,desktop,United Kingdom,1,12,0,333,0,0.0
2024-01-12,S101392,U2564,google,none,desktop,United States,1,13,1,1611,0,0.0
2024-01-19,S101393,U2184,email,organic,mobile,Australia,1,5,1,1464,0,0.0
2024-04-10,S101394,U1746,linkedin,email,desktop,Canada,1,4,1,432,0,0.0
2024-02-13,S101395,U2725,bing,email,desktop,India,1,13,0,889,0,0.0
2024-02-18,S101396,U4188,bing,email,desktop,India,1,11,0,409,0,0.0
2024-01-17,S101397,U1270,google,email,desktop,Australia,1,2,0,481,0,0.0
2024-03-14,S101398,U5865,instagram,none,desktop,Australia,1,2,0,1282,0,0.0
2024-02-26,S101399,U6811,facebook,cpc,mobile,Canada,1,7,0,723,0,0.0
2024-02-24,S101400,U6606,facebook,email,mobile,United Kingdom,1,10,1,1558,0,0.0
2024-02-16,S101401,U4956,linkedin,cpc,desktop,United States,1,7,0,1648,0,0.0
2024-01-12,S101402,U1171,google,email,mobile,United States,1,4,0,174,0,0.0
2024-03-02,S101403,U1273,google,referral,mobile,United States,1,14,0,79,0,0.0
2024-03-20,S101404,U3306,instagram,referral,mobile,United Kingdom,1,4,0,1477,0,0.0
2024-03-23,S101405,U2158,email,referral,tablet,Canada,1,4,0,1153,0,0.0
2024-01-08,S101406,U2706,facebook,email,mobile,United States,1,11,1,372,0,0.0
2024-05-28,S101407,U2771,email,cpc,mobile,India,1,2,0,911,0,0.0
2024-03-21,S101408,U1421,google,none,desktop,India,1,13,1,1785,0,0.0
2024-04-27,S101409,U6540,email,organic,desktop,India,1,13,0,1704,1,257.22
2024-01-25,S101410,U2209,bing,none,mobile,Australia,1,9,1,919,1,69.23
2024-03-29,S101411,U7507,linkedin,email,desktop,Australia,1,1,0,1579,1,150.5
2024-01-12,S101412,U7521,facebook,referral,desktop,United Kingdom,1,8,1,1066,0,0.0
2024-05-22,S101413,U5675,instagram,referral,desktop,United States,1,6,0,791,1,263.33
2024-02-28,S101414,U1890,linkedin,cpc,mobile,Australia,1,13,0,877,1,206.52
2024-06-02,S101415,U5817,direct,email,mobile,India,1,10,0,953,2,46.14
2024-04-18,S101416,U4267,bing,none,desktop,Australia,1,7,1,1225,1,143.59
2024-01-26,S101417,U5976,instagram,email,desktop,India,1,12,1,1542,0,0.0
2024-02-16,S101418,U6217,linkedin,email,mobile,United States,1,5,0,1412,0,0.0
2024-02-01,S101419,U7748,google,referral,desktop,United Kingdom,1,6,0,1159,0,0.0
2024-01-10,S101420,U7103,direct,none,mobile,Canada,1,6,0,218,0,0.0
2024-01-16,S101421,U7165,instagram,organic,desktop,Canada,1,13,0,1582,1,512.57
2024-05-24,S101422,U2473,google,referral,tablet,India,1,9,0,1103,0,0.0
2024-05-30,S101423,U4243,bing,none,desktop,Australia,1,10,0,1302,0,0.0
2024-01-26,S101424,U5478,direct,cpc,mobile,Australia,1,13,1,439,0,0.0
2024-03-26,S101425,U3181,facebook,referral,mobile,India,1,4,1,1444,0,0.0
2024-05-14,S101426,U2449,google,cpc,desktop,United States,1,12,0,1432,0,0.0
2024-01-14,S101427,U4096,linkedin,referral,desktop,India,1,11,0,256,0,0.0
2024-03-19,S101428,U7646,email,email,desktop,United States,1,12,0,1644,0,0.0
2024-04-26,S101429,U4256,instagram,none,mobile,United Kingdom,1,13,0,242,1,219.76
2024-01-07,S101430,U4156,direct,cpc,desktop,United Kingdom,1,5,0,1582,0,0.0
2024-05-16,S101431,U2590,google,referral,mobile,India,1,4,0,1034,1,239.99
2024-04-24,S101432,U6882,facebook,cpc,tablet,United Kingdom,1,1,1,1399,0,0.0
2024-06-24,S101433,U5239,email,referral,mobile,Australia,1,10,1,448,0,0.0
2024-03-12,S101434,U6982,instagram,referral,mobile,United States,1,6,0,1137,0,0.0
2024-02-28,S101435,U4981,instagram,organic,mobile,Canada,1,5,0,948,0,0.0
2024-03-22,S101436,U6798,google,organic,mobile,Canada,1,4,1,1250,1,319.0
2024-04-25,S101437,U2435,facebook,organic,tablet,United Kingdom,1,6,1,806,1,191.56
2024-06-15,S101438,U1223,bing,cpc,tablet,United States,1,12,0,1583,0,0.0
2024-05-25,S101439,U1219,email,email,mobile,Australia,1,5,1,250,0,0.0
2024-04-12,S101440,U5274,bing,referral,desktop,Canada,1,3,0,205,0,0.0
2024-01-17,S101441,U2654,direct,none,desktop,Australia,1,2,0,613,0,0.0
2024-01-14,S101442,U5528,google,organic,desktop,Australia,1,13,0,1656,0,0.0
2024-06-07,S101443,U1264,email,cpc,mobile,Canada,1,6,1,1375,0,0.0
2024-05-31,S101444,U1953,direct,cpc,mobile,Canada,1,4,0,564,0,0.0
2024-04-17,S101445,U5524,bing,cpc,desktop,United Kingdom,1,11,0,754,0,0.0
2024-02-14,S101446,U4733,email,none,desktop,United States,1,13,1,1447,0,0.0
2024-04-07,S101447,U7559,instagram,none,desktop,India,1,10,1,1693,0,0.0
2024-05-10,S101448,U3774,direct,organic,desktop,United States,1,3,1,1624,0,0.0
2024-02-06,S101449,U7340,facebook,none,mobile,India,1,14,0,353,2,47.63
2024-06-19,S101450,U6673,linkedin,organic,desktop,Canada,1,8,1,114,0,0.0
2024-06-16,S101451,U4124,bing,none,desktop,Australia,1,12,0,1049,0,0.0
2024-04-17,S101452,U1479,bing,none,desktop,United States,1,9,0,1794,0,0.0
2024-02-08,S101453,U4514,facebook,none,desktop,Australia,1,7,0,916,0,0.0
2024-01-15,S101454,U2353,email,organic,tablet,United States,1,2,0,1480,0,0.0
2024-04-29,S101455,U4322,email,referral,desktop,United States,1,8,0,1321,1,398.36
2024-01-04,S101456,U4878,email,organic,mobile,Australia,1,11,1,141,1,356.95
2024-04-02,S101457,U1889,direct,referral,desktop,United Kingdom,1,13,0,657,0,0.0
2024-06-01,S101458,U4854,google,cpc,desktop,Canada,1,13,0,978,0,0.0
2024-05-20,S101459,U1924,instagram,cpc,mobile,United Kingdom,1,11,0,779,0,0.0
2024-06-09,S101460,U3170,linkedin,organic,mobile,United Kingdom,1,5,0,1451,0,0.0
2024-01-16,S101461,U2902,google,referral,mobile,United States,1,11,0,81,0,0.0
2024-06-18,S101462,U6506,google,referral,desktop,Canada,1,10,1,113,0,0.0
2024-04-17,S101463,U6458,facebook,referral,desktop,United States,1,7,1,1676,0,0.0
2024-05-05,S101464,U5873,direct,cpc,mobile,India,1,5,1,741,1,349.0
2024-02-24,S101465,U3395,bing,organic,desktop,United States,1,2,0,760,0,0.0
2024-06-18,S101466,U1028,bing,email,desktop,Australia,1,12,0,770,0,0.0
2024-02-03,S101467,U1034,facebook,referral,mobile,United States,1,12,0,858,0,0.0
2024-06-06,S101468,U4589,direct,referral,desktop,India,1,12,1,454,0,0.0
2024-01-13,S101469,U6515,facebook,email,desktop,United States,1,4,0,1074,0,0.0
2024-05-20,S101470,U3670,bing,organic,desktop,India,1,13,0,1741,0,0.0
2024-01-18,S101471,U4365,google,referral,tablet,Canada,1,11,0,85,1,54.67
2024-06-08,S101472,U1588,instagram,organic,desktop,United States,1,5,0,1344,1,627.1
2024-04-05,S101473,U4218,email,referral,mobile,India,1,6,0,841,1,215.28
2024-05-02,S101474,U4138,direct,none,desktop,Canada,1,5,0,836,0,0.0
2024-02-08,S101475,U1903,linkedin,referral,mobile,Australia,1,10,1,1038,0,0.0
2024-02-15,S101476,U7663,linkedin,none,desktop,United Kingdom,1,11,1,684,0,0.0
2024-01-29,S101477,U5086,google,organic,desktop,India,1,1,0,1036,0,0.0
2024-03-02,S101478,U3169,facebook,referral,mobile,Australia,1,1,0,937,0,0.0
2024-01-16,S101479,U1339,facebook,cpc,mobile,Canada,1,3,1,1426,0,0.0
2024-04-30,S101480,U5270,bing,cpc,mobile,Australia,1,9,0,1791,0,0.0
2024-01-10,S101481,U7019,google,email,mobile,United States,1,11,0,37,1,203.76
2024-06-06,S101482,U2714,bing,cpc,desktop,United Kingdom,1,2,1,153,0,0.0
2024-06-01,S101483,U5692,bing,none,desktop,India,1,10,0,1154,0,0.0
2024-04-12,S101484,U5546,linkedin,cpc,desktop,Canada,1,5,0,1019,0,0.0
2024-03-24,S101485,U1556,bing,cpc,mobile,United Kingdom,1,9,0,864,1,191.77
2024-05-12,S101486,U6255,email,cpc,desktop,Canada,1,7,0,1146,0,0.0
2024-03-05,S101487,U4087,bing,referral,mobile,Australia,1,11,0,1438,1,161.79
2024-06-25,S101488,U6452,linkedin,email,desktop,Canada,1,8,0,795,0,0.0
2024-01-03,S101489,U4266,email,organic,mobile,Canada,1,2,0,1133,1,55.33
2024-06-21,S101490,U4567,facebook,email,desktop,Australia,1,5,0,1351,0,0.0
2024-05-21,S101491,U3056,direct,none,desktop,Australia,1,9,0,60,0,0.0
2024-04-29,S101492,U4899,instagram,referral,mobile,United Kingdom,1,1,0,407,0,0.0
2024-06-06,S101493,U7477,bing,referral,desktop,India,1,1,0,359,0,0.0
2024-03-08,S101494,U2016,email,cpc,mobile,Australia,1,10,0,1352,1,314.12
2024-05-25,S101495,U7470,direct,cpc,mobile,United Kingdom,1,8,0,311,0,0.0
2024-02-06,S101496,U3062,linkedin,none,mobile,Canada,1,2,0,1065,0,0.0
2024-06-01,S101497,U1838,direct,referral,mobile,Canada,1,9,0,668,0,0.0
2024-06-24,S101498,U2637,instagram,organic,mobile,United States,1,10,0,901,0,0.0
2024-03-13,S101499,U5321,direct,email,mobile,Australia,1,9,0,728,0,0.0
2024-05-22,S101500,U4496,email,referral,desktop,United Kingdom,1,4,0,98,0,0.0
2024-02-18,S101501,U2813,direct,organic,desktop,United Kingdom,1,2,1,870,1,592.6
2024-04-30,S101502,U4479,direct,organic,mobile,India,1,3,0,1576,1,352.78
2024-03-28,S101503,U7256,direct,email,mobile,United Kingdom,1,10,0,52,1,563.49
2024-05-19,S101504,U7116,google,organic,desktop,Australia,1,1,0,366,0,0.0
2024-02-06,S101505,U2451,bing,none,desktop,United Kingdom,1,3,1,456,0,0.0
2024-03-01,S101506,U7144,linkedin,organic,mobile,United States,1,5,0,874,0,0.0
2024-06-19,S101507,U3313,instagram,none,desktop,Canada,1,3,0,238,0,0.0
2024-05-03,S101508,U2514,linkedin,organic,mobile,Canada,1,3,0,244,0,0.0
2024-02-08,S101509,U2231,google,cpc,mobile,United Kingdom,1,10,0,664,1,451.84
2024-03-03,S101510,U2645,google,organic,desktop,United Kingdom,1,6,1,452,0,0.0
2024-02-15,S101511,U6831,email,none,mobile,United Kingdom,1,3,1,102,0,0.0
2024-03-28,S101512,U3999,google,organic,desktop,United Kingdom,1,3,0,1775,1,319.96
2024-01-11,S101513,U4440,bing,organic,mobile,United States,1,9,0,852,2,1352.25
2024-03-02,S101514,U5056,google,organic,desktop,Australia,1,2,1,815,0,0.0
2024-03-17,S101515,U1305,direct,none,desktop,United States,1,1,0,1659,0,0.0
2024-06-01,S101516,U7155,linkedin,organic,mobile,United States,1,10,0,967,0,0.0
2024-02-21,S101517,U4536,facebook,email,desktop,United States,1,8,1,1719,0,0.0
2024-01-04,S101518,U2723,instagram,email,desktop,Canada,1,13,0,1327,1,227.89
2024-02-28,S101519,U2689,google,none,desktop,United States,1,14,1,1778,0,0.0
2024-03-12,S101520,U2517,linkedin,cpc,desktop,United Kingdom,1,3,0,1693,1,65.0
2024-05-27,S101521,U6487,email,email,desktop,United States,1,7,0,1286,1,147.51
2024-04-02,S101522,U4917,google,referral,desktop,United Kingdom,1,2,0,1094,1,40.81
2024-03-03,S101523,U1419,bing,email,mobile,Australia,1,11,1,318,0,0.0
2024-02-23,S101524,U3936,google,referral,mobile,Canada,1,11,0,584,0,0.0
2024-04-26,S101525,U4862,google,none,desktop,Australia,1,12,0,1323,0,0.0
2024-04-19,S101526,U7314,google,cpc,mobile,Australia,1,8,1,468,1,170.95
2024-03-14,S101527,U5229,email,referral,desktop,Canada,1,9,0,1367,1,222.55
